,name,rating,lat,lng,geometry,park_area_ha,polygon_geometry
3086,East India Dock Basin,4.5,51.5092587,0.0027487,POINT (0.0027487 51.5092587),0.5539045832568821,"POLYGON ((539131.6089625 180735.2373489955, 539132.776870991 180737.7287160861, 539134.662780661 180744.1792229114, 539134.6714127888 180745.8932457936, 539134.0132784126 180746.3426249844, 539135.1473286336 180750.3242828281, 539143.746915855 180757.5929175496, 539145.718440022 180758.1254192797, 539151.5505014556 180756.6492078882, 539153.1859618088 180757.0278409426, 539165.4893980762 180764.9654796281, 539166.5393971044 180765.9290241845, 539167.0192103863 180767.934162056, 539181.4428539446 180864.0341564909, 539184.0751556761 180883.0358105869, 539223.5973106164 180878.1312305741, 539237.3924929057 180874.9480469312, 539242.9681339964 180867.3665030911, 539244.1698947756 180862.5362764262, 539250.0780940478 180854.7301527064, 539207.1447000259 180825.9664321584, 539198.2083432433 180782.3205460848, 539173.8023354692 180768.4982755731, 539164.3082396504 180728.721039744, 539163.8471068466 180726.7943133916, 539149.9627186027 180729.418844897, 539131.6089625 180735.2373489955))"
3087,Rope and Marine Services Ltd,4.6,51.513937,-0.03769,POINT (-0.03769 51.513937),0.1922059243904232,"POLYGON ((536238.0127908289 181248.9364591294, 536241.3700643849 181285.0596311691, 536244.3017151048 181299.5047602829, 536260.7586915523 181295.0607424674, 536279.4481232053 181288.9295174278, 536295.9224982678 181285.9104895649, 536260.0656754593 181243.7410775792, 536250.7509196268 181245.4276247709, 536238.7342838636 181247.6649296683, 536238.0127908289 181248.9364591294))"
3089,Avery Hill Park,4.4,51.4484028,0.0749529,POINT (0.0749529 51.4484028),22.040946733820665,"POLYGON ((543920.7438472951 174275.5668051385, 543951.0733156343 174301.9869181528, 544053.2407418224 174145.009966783, 544178.04462704 174252.2957906668, 544201.8250704806 174272.7339160595, 544202.5449550292 174292.2520579769, 544287.8379487587 174359.8051013468, 544296.5838205866 174366.7413500025, 544301.6643799208 174370.7581522663, 544547.8903562956 174424.0260405146, 544537.3475937928 174467.6748106368, 544559.0923527824 174462.7387045707, 544582.8267853847 174424.7061874873, 544618.5267499245 174391.8880038562, 544642.2028683437 174357.6490324499, 544659.1009708913 174350.7727930491, 544675.3857482611 174350.3116921116, 544693.2323212624 174281.1740105664, 544709.2725531934 174201.957906949, 544715.0899916904 174165.842967047, 544718.7337089517 174145.7809229135, 544532.3687440008 174096.4628923807, 544414.4057485273 174037.6615274906, 544370.4220463887 174005.9771344643, 544112.3215923305 173903.1600194309, 544109.1375270344 173954.741140886, 543974.448026379 174134.847123443, 543930.8055762497 174207.1751474756, 543925.3897458129 174233.9538595564, 543920.7438472951 174275.5668051385))"
3091,Shrewsbury Park,4.5,51.4746611,0.0785192,POINT (0.0785192 51.4746611),13.415357751237686,"POLYGON ((544005.5899375457 177271.1632134758, 544151.7859941468 177356.1769728083, 544188.1911446898 177386.9561648426, 544234.8647532426 177468.3183460725, 544421.2080380294 177392.8641649688, 544397.5624881261 177339.3528095451, 544644.1505699771 177189.4388659212, 544709.1759157826 177157.8230322601, 544471.9563769264 177082.6611512777, 544311.4473030437 176984.3896289133, 544262.1623572465 177163.1581810762, 544005.5899375457 177271.1632134758))"
3093,Beddington Farmlands,4.0,51.3798699,-0.1529652,POINT (-0.1529652 51.3798699),134.20976040967088,"POLYGON ((528651.9587184157 165897.3183968402, 528670.055603842 165979.7485145291, 528667.3597707207 166057.1705231996, 528687.6395875883 166112.0713850047, 528726.1568263657 166154.7804042444, 528736.6662614923 166182.6074790301, 528726.2897044863 166190.3908716994, 528690.9367619311 166216.9283896966, 528655.9361032662 166332.5817941723, 528669.251630625 166545.2581349805, 528755.9552348059 166602.5792969336, 528759.889623614 166645.9078280655, 528760.6364976524 166654.1163098071, 528721.5537997197 166663.5570384328, 528718.2056490537 166665.7314551886, 528705.1883076235 166674.1826765295, 528672.946051684 166695.1126024559, 528672.2716948008 166840.383862756, 528673.4972960533 166898.1094561057, 528678.4151762836 167130.30305184, 528710.1898847398 167260.6252035928, 528756.0229707011 167270.7051138787, 528793.8792625559 167277.1347270564, 528923.9388154403 167299.2341067995, 528917.4676477058 167164.8536364036, 529179.4164163375 167144.0691729576, 529179.1646832945 167124.5789290064, 529208.2843822644 167124.681635668, 529263.0214909662 166991.5495674915, 529334.3365948285 167006.9088472903, 529296.0561881334 167117.7684641961, 529331.0233477404 167114.6038970122, 529415.9896924611 167115.3885564036, 529424.2808818081 167112.3940933724, 529480.147679881 166972.5607357048, 529503.7642668588 166923.6877587903, 529507.1036145813 166900.4607574298, 529498.6816998047 166874.0089289612, 529494.9070828365 166860.0485599093, 529510.0708773485 166840.3039104116, 529527.9398343011 166847.3112215186, 529536.2131816156 166845.0397433598, 529551.7135798514 166828.7754712389, 529572.969961634 166791.47092163, 529467.8747979999 166738.0308465889, 529513.2999115064 166619.9650212305, 529608.2792099033 166409.5765198747, 529501.0247317469 166385.2348195844, 529470.9802302674 166362.1181766594, 529624.573381232 165962.1494881871, 529731.7385962356 165949.22578902, 529774.5258733681 165823.6284716875, 530064.4144432727 165911.8543855628, 530111.5908624928 165922.3697157038, 530115.471579595 165872.5513245145, 530118.1021387298 165652.0410519195, 529620.2653287912 165513.4320625362, 529531.8398940322 165818.2128250481, 529359.6291385026 165803.4215853644, 529272.5882481344 165847.4180125731, 529102.1122476509 165822.9875184754, 528980.2527333485 165766.9984040852, 528743.7737312772 165693.2223127066, 528663.1301593289 165839.4824066341, 528651.9587184157 165897.3183968402))"
3096,Park Wood,4.0,51.5134722,-0.1631124,POINT (-0.1631124 51.5134722),63.1526720715279,"POLYGON ((545009.9703650459 169695.174058283, 545121.6574631613 169736.3223855728, 545097.6078393911 169875.3720831834, 545110.9303085556 169943.8152480491, 545004.7870783744 170186.3766187454, 545049.5276779956 170210.6523709336, 545011.2613163603 170295.9462658555, 545049.378501741 170320.8572543254, 545087.1372525983 170253.4221369222, 545180.6175256777 170283.1592303389, 545168.9391169706 170348.2088997907, 545158.4344723097 170406.7482240265, 545197.9087158579 170416.6972992831, 545179.7156941884 170491.8000223013, 545295.9806261426 170478.1067123127, 545306.4643617787 170445.2636129812, 545330.1987351836 170437.3151230724, 545356.4295983837 170431.8751335471, 545400.7923026877 170455.1195219898, 545463.7748625467 170554.5497919246, 545509.6441620653 170600.5411736058, 545559.4399187006 170552.8394256518, 545600.1954851709 170589.7491513444, 545660.1232319506 170478.2684254961, 545582.7856209138 170440.0465802401, 545546.5168895943 170413.3924455354, 545536.6569849156 170382.139250687, 545575.9884024516 170322.4869465897, 545419.0513864899 170218.9507380684, 545492.8325939784 170104.8806158284, 545605.9505759352 170178.8445233031, 545696.5795048766 170038.448616716, 545725.5952158557 170047.1903268358, 545759.8890151453 170059.4885147258, 545765.6085361012 170068.5440092246, 545785.0571758202 170039.9421459839, 545798.7403001485 170033.6003151723, 545823.9934142309 170061.2321175578, 545839.8814280214 170046.6623862372, 545849.5202538921 170049.1081854112, 545862.2933148878 170050.4973667486, 545877.0953628666 170034.2384720069, 545902.923199714 170033.4971864992, 545908.9554784363 170035.5060483335, 545965.052942449 170046.8603233082, 545962.6533236811 170089.6047175735, 545955.0144314736 170089.2636642019, 545953.9319095901 170096.9339160295, 545924.6705958827 170093.1473586357, 545924.6767411045 170104.1206773056, 545965.0043017991 170114.211347656, 546021.5362014264 170121.7837511957, 546031.4616993824 170046.40217633, 546095.3299954882 170070.4893837455, 546036.9143744886 170142.0447893573, 546056.4033018665 170149.7477266693, 546117.2715647771 170081.5013371081, 546135.4514061827 170086.318045866, 546159.1201320917 170099.2270897258, 546178.8481484224 170114.3715022093, 546205.26737621 170130.6204056097, 546219.8148572883 170144.1474400203, 546230.3025608348 170153.3847357622, 546238.2616174034 170167.3127449448, 546242.5777957868 170183.5290290756, 546244.6217386908 170195.4956566141, 546126.660413463 170136.8698827844, 546060.5825789116 170149.8674269805, 546063.3124758227 170165.1143939985, 546113.6528651637 170174.0351834241, 546190.3519695209 170213.4375478753, 546271.4398229972 170302.1460023138, 546364.8055279392 170275.0438184185, 546319.9163294022 170125.6621023528, 546303.3253929601 170121.0238534801, 546263.2134513386 170103.1908883966, 546212.7917922924 170091.016654026, 546179.6031831722 170081.7184772519, 546173.6348712915 170039.8471412249, 546181.5169734488 169910.7878064857, 545940.9464051762 169848.8207881902, 545477.5171630468 169607.0376034058, 545354.8666985896 169550.5116785264, 545343.5810626666 169546.9515710321, 545325.8596042609 169541.3495927306, 545172.5915931326 169489.809736329, 545009.9703650459 169695.174058283), (545510.7844774169 170506.9350236545, 545517.0122491182 170498.1762321708, 545522.5671823006 170491.7798328323, 545531.5739306664 170490.2562613356, 545540.4550267379 170492.8913339369, 545548.6939730856 170497.2998482941, 545552.1562514639 170501.5608941434, 545565.1991551392 170504.9157747276, 545571.0292773416 170509.8453935744, 545570.2683997481 170515.7776436971, 545566.4664720544 170523.414832417, 545554.8706635125 170532.0203271367, 545548.7276116121 170537.8100710821, 545542.8978204461 170532.8693575072, 545534.5808236435 170531.4411718457, 545525.7775765673 170525.8369075247, 545519.9985260575 170519.1170435713, 545512.4086734876 170512.9353431811, 545510.7844774169 170506.9350236545))"
3097,Hornfair Park,4.1,51.4766796,0.046191,POINT (0.046191 51.4766796),15.830832574136382,"POLYGON ((541609.1196801887 177025.8975422102, 541645.369754675 177102.036077688, 541683.2257514228 177174.3691311816, 541752.7425315545 177152.1561461609, 541831.8814962863 177128.3315433013, 541850.8519172787 177137.6297723629, 542176.9926831664 177352.7139239167, 542089.7333830972 177456.5888052566, 542052.2318181363 177525.9083999014, 542097.0651804546 177536.4417611947, 542147.866285347 177546.0293927663, 542192.290519223 177552.0450463747, 542244.2318530988 177553.8976723797, 542356.9502141887 177526.1904904953, 542289.2205799368 177225.1444323661, 542279.1127567554 177152.9368347787, 542272.6116215839 177145.8441126319, 541929.6103538113 177016.3532754026, 541831.5574240997 177014.2980922903, 541817.1522455122 177072.8340480647, 541691.176671291 177035.3375764771, 541682.2542491547 176998.6093801287, 541617.6839550551 177011.8355722875, 541609.1196801887 177025.8975422102))"
3098,Scrubs Farm Sports Ground,4.3,51.5624172,-0.0209945,POINT (-0.0209945 51.5624172),2.208353278518262,"POLYGON ((542957.6160974486 166541.5909667637, 543151.4107315936 166555.667929442, 543137.549027062 166490.4440864254, 543131.6810962016 166409.3524475918, 543089.4999406533 166412.5102872847, 543066.6907455543 166407.820299752, 543038.492622581 166404.0700426503, 543011.7813686563 166398.7034313921, 543002.5010378596 166418.7309000046, 542990.078688801 166459.1914871052, 542957.6160974486 166541.5909667637))"
3099,Battersea Woods,4.6,51.4721187,-0.1651275,POINT (-0.1651275 51.4721187),2.447632044816062,"POLYGON ((528175.6893389154 175027.0639549761, 528177.1848374668 175063.1987159073, 528184.7097587774 175065.2575403082, 528193.1452418766 175074.7723698571, 528196.6523906793 175084.2855330181, 528206.7975536351 175029.7610207855, 528277.0373184747 175000.5959864007, 528307.6311710959 174988.1252436018, 528325.3073015671 174980.7147606416, 528343.8797131696 174971.6689508396, 528360.8341740236 174966.1431762957, 528377.3991791072 174958.9719154794, 528411.8160673992 174945.1516065238, 528435.9906724953 174933.109482747, 528414.5302617034 174913.0508371706, 528336.7385855905 174862.808045053, 528277.747903845 174834.6939104733, 528212.3990105987 174952.2331592595, 528190.7729583597 174999.7476976863, 528175.6893389154 175027.0639549761))"
3101,Brockley Nature Reserve,4.4,51.4711154,-0.0387523,POINT (-0.0387523 51.4711154),5.402703048269451,"POLYGON ((536251.0856433512 176423.4565746929, 536257.4102095575 176499.7756351348, 536268.2541452618 176564.3308924464, 536269.77982655 176593.0044113797, 536268.866213906 176652.5599372133, 536304.9921619104 176663.1532324552, 536293.5657383545 176700.5604335748, 536343.5348916426 176716.0873243486, 536347.759634803 176676.6845062649, 536360.5010563734 176665.9534003399, 536405.3898079124 176582.7049346846, 536416.4828967421 176576.1807246148, 536412.350704116 176570.8842497442, 536426.0028429942 176534.7499035182, 536412.3922858682 176529.1437160671, 536422.6443887996 176499.5505973299, 536422.7549594031 176455.4972619052, 536402.2044639271 176445.0980419328, 536402.8156104831 176439.9287101694, 536382.232753675 176436.439279186, 536395.4396760487 176373.3517108, 536366.422928636 176366.8654374531, 536377.322311673 176309.2244300534, 536385.245477772 176253.4622400601, 536318.9006734485 176243.7616639882, 536258.142822524 176374.02521744, 536251.0856433512 176423.4565746929))"
3102,Brockley Nature Reserve,4.4,51.4711154,-0.0387523,POINT (-0.0387523 51.4711154),5.402703048269451,"POLYGON ((536251.0856433512 176423.4565746929, 536257.4102095575 176499.7756351348, 536268.2541452618 176564.3308924464, 536269.77982655 176593.0044113797, 536268.866213906 176652.5599372133, 536304.9921619104 176663.1532324552, 536293.5657383545 176700.5604335748, 536343.5348916426 176716.0873243486, 536347.759634803 176676.6845062649, 536360.5010563734 176665.9534003399, 536405.3898079124 176582.7049346846, 536416.4828967421 176576.1807246148, 536412.350704116 176570.8842497442, 536426.0028429942 176534.7499035182, 536412.3922858682 176529.1437160671, 536422.6443887996 176499.5505973299, 536422.7549594031 176455.4972619052, 536402.2044639271 176445.0980419328, 536402.8156104831 176439.9287101694, 536382.232753675 176436.439279186, 536395.4396760487 176373.3517108, 536366.422928636 176366.8654374531, 536377.322311673 176309.2244300534, 536385.245477772 176253.4622400601, 536318.9006734485 176243.7616639882, 536258.142822524 176374.02521744, 536251.0856433512 176423.4565746929))"
3103,Barnes Common,5.0,51.4658191,-0.245425,POINT (-0.245425 51.4658191),6.460520429699356,"POLYGON ((521781.189472056 175473.7829542197, 521782.8561943438 175486.040044609, 521790.7969934638 175532.0724016769, 521817.7952322946 175608.2692975933, 521835.2330810593 175611.4348900964, 521833.6717345943 175627.3088563317, 521840.0170121448 175627.3049315746, 521851.110092663 175613.0276867083, 521852.7064908108 175597.1434360485, 521865.4268920079 175589.2140670558, 521884.4556605867 175589.2133873494, 521905.1118548741 175598.7429151383, 521916.2062236647 175587.6147215414, 521935.2689701441 175584.4550304021, 521944.7674374282 175583.9592873716, 521958.7737292405 175586.4756430013, 521968.704541887 175595.49260181, 521963.8311609686 175598.7472778325, 521963.8304081933 175619.3763753673, 521976.524571802 175620.9600785807, 521981.2999731051 175627.3055106562, 521979.7068140353 175641.5875530235, 522003.520981869 175676.5066755537, 521997.1795171255 175708.2553022905, 522019.3978174485 175708.2536894817, 522060.6776855167 175698.7506471667, 522192.4314312169 175659.0618116191, 522208.9647402792 175653.5725642724, 522221.9573389855 175649.0887959036, 522230.996591525 175635.5864182709, 522245.0226929944 175617.5861557824, 522264.0574045408 175599.1053586257, 522284.0842299029 175591.1188156129, 522308.6160787594 175576.1305207113, 522331.1174144008 175570.1619286893, 522339.1490940207 175562.1655609973, 522335.6494429562 175555.6724040178, 522321.1473874243 175548.6255978523, 522304.6512701417 175545.6033563889, 522298.15357825 175540.0841310747, 522281.6521126927 175543.0703314957, 522262.6484509013 175538.5415129816, 522249.6240006518 175542.0230088403, 522235.1165708857 175543.0099013635, 522220.1220944968 175541.9934393259, 522197.6160125434 175537.4475492482, 522177.0848449772 175538.9353883649, 522160.087925471 175533.8987723538, 522139.592023987 175535.3653552678, 522123.5823284943 175526.8364692142, 522107.5810219729 175522.3023673914, 522089.8857261387 175525.2271742108, 522059.5344389942 175524.3881662445, 522052.7426470054 175514.6006424134, 522036.8581525171 175513.0181743927, 522036.6299079494 175501.3740501933, 522032.0820854609 175500.3192632929, 522029.7928637569 175500.7205938022, 522015.7281365069 175512.2335677767, 521993.8744732096 175512.6445324979, 521989.7742954332 175505.6699167471, 521971.9619475974 175503.618642378, 521945.8060261424 175496.7833347683, 521920.5584590642 175487.7111740039, 521827.3279503285 175476.5112694615, 521781.189472056 175473.7829542197))"
